text,label
britam pretax profit dips 80 due to 2016 revaluation britam changed its valuation m,1
nys to provide sh50 psv services in nairobi routes that will benefit in th,1
kenya welcomes sh101b renewable energy facility energy ps joseph njoroge says,1
kcb to fly two lucky customers to watch fifa world cup the campaign which ends on apr,1
41 of kenyans depend on raw water sources shoage means that a large po,1
jeff koinange isn’t as sma as he’d like you to believe veteran journalist under fire,1
uap announces 46 increase in net profit ceo peter mwangi says the busi,1
cbk oks telkom’s entry into mobile money market apex bank says move will provi,1
cbk oks telkom’s into mobile money market apex bank says move will provi,1
first visa’s everywhere initiative in sub sahara africa unveiled entrants will compete for a ch,1
government to provide land in sh26 trillion housing project cs james macharia says they ta,1
safaricom to reward lipa na mpesa customers safaricom on tuesday launched,1
join safaricom platinum and enjoy great deals and discountsget reminders on all scheduled payments and more…,1
nmg sinks sh150m in new publishing system acting ceo stephen gitagama sa,1
why africa’s superrich prefer buying propey in kenya property makes up 43 of kenya,1
resilient stanbic posts sh43b net profit the nselisted lender’s perfor,1
kirubi’s firm opens school for the superrich in nairobi the sh2 billion sabis internat,1
tuskys pumps sh120m in new clothing stores the stores in kisii and eldore,1
visa launches token management service the service provides a 360deg,1
unga group to be delisted after sh14bn takeover according to the terms of the,1
safaricom share price rallies past sh30 the stock has been boosted by,1
unga group to be delisted after sh14bn takeover according to the terms of the,1
unga group to be delisted after sh14bn takeover unga group will be delisted fr,1
safaricom share price rallies past sh30 the stock has been boosted by,1
sony profits up 115 for 2017 consolidated operating income,1
aiel ups the ante for cheaper internet with sh25b 4g licence the huge investment further ce,1
kenyan billionaire to pay sh25 million loan he guaranteed a friend equity bank founder peter mung,1
im bank clinches sh4b financing facility under this credit line agreed,1
de la rue invests sh286m to expand kenyan facility amongst other new capabilities,1
kenyan entrepreneur wins sh105m in competition ezinne uko nigeria and peter,1
how you tube came to the rescue of kenya’s media the media was left to overwork,1
eabl profit before tax shrinks 11 brewing giant says it is inves,1
300 rural households set to benefit from subsidised solar kit with over ksh 25 billion inve,1
world bank puts kenya 2017 growth at 49 bretton woods institution says,1
finnish firm inks sh14b solar plant deal the 10mw gridfeed project is,1
uk hoicultural firm to invest sh247m in pesticide maker dudutech will direct the addit,1
80 of employed kenyans to seek new jobs next year new survey shows elections and,1
online shopping in kenya up 14 in three years the  growth comes at a time wh,1
best psv sacco to win sh5m isuzu bus in new award scheme the awards scheme is designed,1
britam shareholders approve sh57b africinvest deal group managing director benson,1
safaricom halfyear profit hits sh26bn chairman nicholas ng’ang’a sai,1
govt offsets sh300m chemelil farmers’ arrears the national government on thu,1
safaricom half year income hits sh262 billion chairman nicholas ng’ang’a sai,1
rate cap locks out 05m equity bank borrowers ceo james mwangi says those af,1
innovators attract sh820m through usaid initiative the fiveyear programme has id,1
kenyan billionaire to pay sh25 million loan he guaranteed a friend equity bank founder peter mung,1
kenyan billionaire to pay sh25 million loan he guaranteed a friend galaxy auctioneers had invited,1
