text,label
kenyas uchumi supermarkets repos 88 million loss in first half 2018 fiscal year stock down 30 ytd,-1
zambia cuts benchmark lending rate by 50 basis points to 975 in response to lower inflation and slower economic gâ€¦,-1
are goil shares running out of gas,-1
7up nigeria seeks approval to delist from nigerian stock exchange,-1
4 reasons investors should stay far far away from mumias sugar,-1
express kenya to delist from nse after years of lossmaking,-1
good question technically its the best performer this year but the dollar shoage makes it difficultâ€¦,-1
malawi cuts key interest rate to 18 in response to slowing inflation,-1
africa investors eye niche markets as biggest economies slip,-1
  the potential of diaspora bonds in africa,-1
mo ibrahim africa is at a tipping point,-1
uganda central bank cuts main lending rate to 11 seventh rate cut in past year,-1
  nigerian stock exchange may suspend 11 listed companies on financial statements filing deadline,-1
nigerian stocks fall to 10month low,-1
nigeria tests waters for possible broad naira devaluation,-1
mtn nigeria ipo unlikely in 2017,-1
heres the biggest threat to your kenyan stock pofolio,-1
small african stock exchanges are likely to remain small  by ,-1
soaring wages make kenya airways a sell,-1
bargains emerge as kenyas bank stock bloodletting continues updated,-1
kenyas battered bank stocks look like big bargains,-1
7 ways brexit will be felt across africa,-1
bullish on nigeria but sidestepping a currency pitfall,-1
   budget better late than never we maintain that nonoil revenue projections are over optimistic in weak growthâ€¦,-1
two firms removed from zimbabwe stock exchange,-1
nigerias promise turns to peril as investors head for the exits,-1
tanzanias president magufuli to slash salaries of senior civil servants by as much as 66,-1
south africas mtn offers 15 bln to settle nigeria fine,-1
south africa utility eskom says expects no power cuts for rest of 2016,-1
eskom expects no power cuts in south africa until april 2016,-1
jse suspends mtn shares after 52 billion nigerian fine,-1
world bank trims kenya growth forecast for 2015 and 2016,-1
south africa seen in 7year slouch as imf cuts growth view,-1
ipos at 8year high defy misery seizing south africas economy,-1
botswana plans bold economic stimulus after diamond price drop,-1
  issuing lots of foreign denominated bonds can fuel  in   incr costs as us bond mkts yields incr,-1
subsaharan africas gdp growth to slow to 37 this year world bank,-1
rand reprieve seen by top forecaster on signs selloff is overdone,-1
imf does not foresee new zimbabwe loans for at least three years,-1
zambia bears the brunt of chinaâ€™s economic slowdown,-1
nigeria bond yields spike stocks fall on jp morgan index expulsion,-1
market turmoil makes south africas rand a buy for blackrock,-1
why jselisted avi should cast aside its seafood business,-1
from hyperinflation to deflation zimbabweans cant catch a break,-1
zambias kwacha falls to record low as copper price tumbles,-1
africa stocks lead frontier market loser list as bears take hold,-1
zimbabwe stock exchange prepares to list debt instruments,-1
nigerias economic growth slows to 235 in second quaer of 2015,-1
south african rand sinks to record low,-1
nigeria central bank governor dismisses calls to devalue naira,-1
botswanas central bank cuts benchmark rate to 6,-1
imf nigerias financial penetration rate still low,-1
warning lights flash for africa borrowers after zambia debt sale,-1
nigeria cant avoid devaluation says sp,-1
ipo for botswanabased investment firm afinitas ltd closes july 17,-1
investors see growing risks in nigerias devaluation delay,-1
zambia credit rating cut by sp as budget deficit worsens,-1
walma makes slow progress navigating africas challenges,-1
africas gdp growth seen at preeconomic crisis levels afdb,-1
nigerian stock exchange delists ihs nigeria as telco firm opts for private restructuring,-1
zimbabweâ€™s equity markets feeling effects of economic malaise,-1
hard times at the zimbabwe stock exchange,-1
moodys downgrades ghanas sovereign rating with negative outlook,-1
south africas rand tumbles to a new 13year low,-1
times media group to delist from johannesburg stock exchange following buyout by blackstar,-1
gijima to delist from the johannesburg stock exchange,-1
south african consoium applies for second stock market to rival johannesburg stock exchange,-1
botswana telecom ipo postponed again deferred until 2015,-1
rand slumps to sixyear low versus dollar on us jobs gains,-1
nigerias naira hits new record low of 18755 against dollar in response to falling oil prices,-1
high costs sluggish listings hold back african capital markets,-1
botswana telecom ipo deferred until december 31,-1
nigeria raises interest rate for first time in three years devalues naira,-1
nigerian stock exchange delists four companies for failing to comply with market rules,-1
what to make of gsk nigerias big profit drop,-1
7 growth is good but not good enough for 40 million tanzanians,-1
world bank cuts rwandas 2014 growth forecast to 57,-1
kenya votes to reintroduce capital gains tax,-1
private equity firm to exit bakery investment via listing on nairobi stock exchange,-1
angola wont launch stock market until at least 2017 due to low accounting standards,-1
nigerian stock exchange delists 20 companies for failure to file financial statements,-1
south africa credit rating cut to bbb by sp on weak growth,-1
nigerian stock exchange fines seven listed companies for late filing of financial results,-1
nigerian stock exchange revokes licenses of 11 inactive stockbrokers,-1
kenya to introduce capital gains tax,-1
kenyans taking out 30000 loans per day via mshwari safaricoms mobile banking platform,-1
nigerian stock exchange to delist 53 inactive stockbroking firms,-1
kenya nigeria among most difficult countries for a company to pay taxes,-1
