text,label
   when safaricom sends me dear customer your data bundle is almost finished😕😣😣😣 ,-1
hello mledger can only give you the total amount transacted and not the cost of transactions sm,-1
 i only see sent and received columns  where is the column for total cost of transactions on mledger app,1
  interested in pay after win sure odds for 2 games odds ranging 65110 pay after win ksh 750  send the word ready to 07…,1
awesome thats better see you at boma hotel then come wednesday,1
still taking forever to download a 1gb file,1
and then safaricomcame ,1
yes you can bring your band  py,1
22 account and will be allocated immediately the current subscription expires mm,1
it is possible to make a prepayment just dial 400 and follow the payment prompts the cash will be credited in your 12,1
