id,created_at,text
965887467932078080,2018-02-20 09:54:52,"b'Marvel\xe2\x80\x99s new movie #BlackPanther owes its vision to Afrofuturism, a genre that places black and African people at t\xe2\x80\xa6 https://t.co/TeZOKnWVwZ'"
965886767198101504,2018-02-20 09:52:05,"b'Two aid workers were killed and one kidnapped over the weekend in the Democratic Republic of the Congo, the United\xe2\x80\xa6 https://t.co/ezdp4aK1Zw'"
965628175115018242,2018-02-19 16:44:32,b'Moroccan Chef Bouchaib is driven by a desire to promote chocolate in Africa. \xe2\x80\x9cWe belong to a continent that produce\xe2\x80\xa6 https://t.co/Eqj6OpRI0a'
965574473289265152,2018-02-19 13:11:08,"b'\xe2\x80\x9cI Am Not a Witch,\xe2\x80\x9d a film that explores the plight of Zambians accused of witchcraft, has won a BAFTA award. Here\xe2\x80\x99\xe2\x80\xa6 https://t.co/QN6CBLBvPs'"
965548947757522945,2018-02-19 11:29:42,"b'How biometrics is giving identities to ""invisible citizens"" https://t.co/EMGnP5nWl0'"
965329838423904257,2018-02-18 20:59:03,"b'RT @CNNAfrica: At least 43 people have died and 450 people are ill in a Lassa fever outbreak in Nigeria, https://t.co/fgS5aC55Bn'"
965329514078310400,2018-02-18 20:57:45,"b'RT @CNNAfrica: UK makes move to bolster trade with Nigeria and has announced it will add Nigerian currency Naira to its roster of ""pre-appr\xe2\x80\xa6'"
964907295573331968,2018-02-17 17:00:01,b'UK makes move to bolster trade with Nigeria and has announced it will add Nigerian currency Naira to its roster of\xe2\x80\xa6 https://t.co/IcvCAnRrOo'
964869544773812224,2018-02-17 14:30:00,"b""Their mission? To provide bird's eye surveillance for farmers, with the aim of optimizing crop yields and reducing\xe2\x80\xa6 https://t.co/D3mB2xwUuL"""
964854445929529344,2018-02-17 13:30:00,"b'#WakandaForever A detailed roadmap to Black Panther\xe2\x80\x99s nation #Wakanda: The location, the costumes, the influences a\xe2\x80\xa6 https://t.co/TYnsmIkdgR'"
964833809312206848,2018-02-17 12:08:00,"b'South Africa\xe2\x80\x99s President delivered his maiden State of the Nation address on Friday, declaring \xe2\x80\x9ca new dawn\xe2\x80\x9d that wi\xe2\x80\xa6 https://t.co/UFv4gHUmgX'"
964821247333892096,2018-02-17 11:18:05,"b'At least 43 people have died and 450 people are ill in a Lassa fever outbreak in Nigeria, https://t.co/fgS5aC55Bn'"
964553964782956551,2018-02-16 17:36:00,"b'\xe2\x80\x9cCape Town is open for business in spite of the current drought,\xe2\x80\x9d says South Africa Tourism. https://t.co/55chFu48dy https://t.co/o9pFsPO30A'"
964532157426421761,2018-02-16 16:09:21,b'UK makes move to bolster trade with Nigeria: https://t.co/W8riSLFojj'
964512462270881794,2018-02-16 14:51:05,"b""RT @CNNTravel: Ivory Coast's village of artists: https://t.co/QaYCAZ3lQZ"""
964510697454489600,2018-02-16 14:44:04,"b'In a CNN exclusive, @KileyCNN reports from Baidoa, Somalia, where the murderous al Qaeda affiliate, al-Shabaab are\xe2\x80\xa6 https://t.co/7JX3thV87j'"
964455533343334400,2018-02-16 11:04:52,"b'A detailed roadmap to Black Panther\xe2\x80\x99s nation Wakanda: The location, the costumes, the influences and inspirations. https://t.co/8IE3drevQN'"
964209834374475778,2018-02-15 18:48:33,"b'Starting today, Chrome will block the following on desktop: ads that take over the browser, pop-up ads, autoplay vi\xe2\x80\xa6 https://t.co/dRroVFW9Rl'"
964208447364444160,2018-02-15 18:43:02,"b'After years of turmoil in Ethiopia, the Prime Minister Hailemariam Desalegn resigned unexpectedly: https://t.co/QhdP1E8NvR'"
964162529051185153,2018-02-15 15:40:34,"b""South Africa's new President is Cyril Ramaphosa, onetime chief negotiator for Nelson Mandela: https://t.co/7b66vMDbqC"""
964120510589259778,2018-02-15 12:53:36,b'Cyril Ramaphosa has been confirmed as the new President of South Africa in a parliamentary vote. https://t.co/gDUHmmte4I'
964115072946659329,2018-02-15 12:32:00,"b""Zimbabwe's Morgan Tsvangirai who was one of Robert Mugabe's most prominent critics has died at the age of 65. https://t.co/vfvmq85JIQ"""
964107021128732673,2018-02-15 12:00:00,"b'""Akwasi, we are secretly cheering you a little,"" posts the official account of the Netherlands Olympic team.\nFind o\xe2\x80\xa6 https://t.co/xcaxqxXJuK'"
964093998209142787,2018-02-15 11:08:15,b'Jacob Zuma resigned Wednesday after campaign to push him from office. The South African parliament is expected to m\xe2\x80\xa6 https://t.co/8I0jiGLbJp'
964081137726443520,2018-02-15 10:17:09,"b'After nearly a decade of President Jacob Zuma\xe2\x80\x99s disregard for both democracy and rule of law, his resignation is we\xe2\x80\xa6 https://t.co/Etkc2qWqjp'"
963905441616056322,2018-02-14 22:39:00,"b""RT @CNNAfrica: Jacob Zuma resigns as South Africa's President: https://t.co/DXgrpRKHzb"""
963903844878036992,2018-02-14 22:32:39,"b""Jacob Zuma resigns as South Africa's President: https://t.co/DXgrpRKHzb"""
963865074459987968,2018-02-14 19:58:36,"b""Morgan Tsvangirai, Zimbabwe's longtime opposition leader and former Prime Minister, has died in a South African hos\xe2\x80\xa6 https://t.co/xFqMXl1dez"""
963827686819975173,2018-02-14 17:30:02,"b'Marvel\xe2\x80\x99s new movie #BlackPanther owes its vision to Afrofuturism, a genre that places black and African people at t\xe2\x80\xa6 https://t.co/ZsP9hDJjli'"
963805037553168384,2018-02-14 16:00:02,b'12 athletes from eight African countries are competing in this year\xe2\x80\x99s Winter Olympics games in Pyeongchang: https://t.co/bGr1NJBwrT'
963796222652776448,2018-02-14 15:25:00,b'This South African cryptocurrency firm has a goal that would leave many bigger companies in the shade: 1 billion cu\xe2\x80\xa6 https://t.co/TaK5vZ01u5'
