text,label
my belief is that the ceo of any large financial organization must be the chief risk officer as well.  warren buffett,0
rt @reutersbiz: hp inc reports three-fold jump in profit due to tax gain ,1
"africa eurobonds issued in 2018 thus far, 10 year tenors:
7.25% kenya 6.59% egypt 6.5% nigeria
i feel like ke sho… ",0
"rt @reidhoffman: 5 takeaways for serial entrepreneurs from my conversation with @ev:

1. bet on the way the world is moving.
2. start from…",0
@sokomad @annahsaol the travails of materialism 😬,0
rt @bd_africa: kenya announces issue of a fresh $2 billion (sh200bn) eurobond at the london stock exchange. the bond was oversubscribed sev…,1
"@alan_wachira @tonymugodev debt is a wonderful thing in times of growth, but a dreadful thing in times of decline 🙂… ",0
@mugwegodfrey @cmakenya your concerns are shared further evidence below  ,0
rt @mucheru: meeting the minister of finance republic of georgia. georgia moved from 126th to 4th in wb ease of doing business and pioneere…,0
and @googlepay launches too  ,0
"at 1% daily interest rate from @opera. watch out m-shwari, @talamobile
thanks for the early heads-up @ochirob  🙂 ",1
"for the avoidance of doubt, the column hy 2017 is left | hy 2016 right in this dreary result showing revenue/profit… ",0
as @ambestco downgrades @kenya_re financial strength rating to b (fair) from b+ (good)  ,-1
"shame on your tax-paying self for intending to for a nil return!
",0
"your behavior as an investor will have a larger impact on your retirement lifestyle than the performance of your investments.
george sisti",0
rt @cbkkenya: auction results of the fifteen-year treasury bond. ,0
rt @wehliyemohamed: so far order book at $13.3bn. gok only wants $2bn.  so much for moody's and imf's interference 😎,1
"rt @paulwallace123: #kenya will issue $2bn of dollar-denominated eurobonds, split equally between 10- and 30-year tranches. the former will…",1
rt @business: latest: south africa's ruling party takes a political gamble by increasing sales tax for the first time since the end of apar…,1
rt @paulwallace123: #kenya is in the #eurobond market today. it is selling 10-year dollar debt with initial price talk of around 7.625% and…,1
rt @samooner: media ownership in kenya today. a slide to be retweeted and remembered. #whatsnextmedia ,0
"rt @riazgilani: @k_mountainous closing the supply chain has never worked. not in the drugs war, and not in the us prohibition era. it just…",0
"rt @richtvafrica: kenint 5.875% 24-jun-2019
mid-price: 103.119
yield: 3.47%
total return (ytd): 0.5%
total return (12 months): 5.0% ",0
"rt @tiffani_bova: the culture of excellence:

1. your customers can never be happier than your employees

2. manage by wandering around [mb…",0
"kenyans are proven early adopters of *mania*: they must find the latest craze and rather than dip a toe, will subme… ",0
"rt @sang252: @wehliyemohamed isn't fiscal discipline, such as it is, imposed by dealing with imf better than leaving supervision of financi…",-1
"'...@cmakenya warning is seen as a reaction to kenya’s #nurucoinsale..'
so with so many adjectives unleashed (unreg… ",0
rt @njorogep: imf clarifies status of kenya’s program @cbkkenya @imfnews @imfspokesperson ,0
rt @bd_africa: heavy taxes raise kenya’s petrol prices above tanzania’s  ,-1
"“fields are greener in their description, than in their actual greenness.”
",0
before getting into more consumer debt to impress your friends and neighbors remember this — one third won't notice… ,-1
"deacons - who don't make clothes - believe removing the other middlemen will minimise operational costs.
shocking,… ",-1
the world's smallest disneyland has posted losses for 9 of the 12 years since it opened. local visitors make up 41%… ,-1
rt @cmakenya: please see our cautionary statement on initial coin offerings. an informed investor is a protected investor @kenyanwalstreet…,0
"safaricom to share towers in 7 remote counties stop loyalty discounts.
thus spaketh @analysysmason a year later on… ",0
rt @wef: this is how #americans quantify #success  ,0
rt @bbgafrica: uganda holds its first coffee auction in bid to promote quality ,1
"it is what it is.
",0
easier to conduct business much easier to tax and clamp down 🤔 ,0
rt @awkwardgoogle: how japanese students multiply ,0
"rt @nzots: and sadly this economy has left us in situations where we cant survive without a loan, you need a loan to buy a car, house, scho…",-1
"rt @nzots: and i would be surprised if any one of you would stand up and say ""hey, i dont owe anybody a loan"" i would be astonished. branch…",0
"salalaaaa! no imf standby loan for ke due to lack of sufficient adjustments, all from jun 2017!  what a wow usdkes… ",-1
"tenants now pay rent to kra in the sad state of affairs at galleria, thanks to the fiend that is nakumatt  ",0
the first african female head of pwc in the region calls it a day. good in maths & science turned down med school.… ,0
rt @dailynation: telco market debate could see safaricom split into two ,-1
"in a crowded marketplace, fitting in is a failure. in a busy marketplace, not standing out is the same as being invisible.  seth godin",0
rt @historyinmoment: 1930s linkedin profile. ,0
"rt @kresearcher: in 1938,gold was the 3rd most important export for kenya after coffee and cotton and employed over 10k people. the mines w…",1
"durex, doom, dettol (plus strepsils + harpic etc) couldn't help reckitt overcome challenges -2% developed markets… ",
"sometimes, it gets tough for creatives when it gets down to numbers  ",
@waithash @primeministerhd thanks for the heads up 🙂,
rt @alykhansatchu: latest central bank of kenya data shows growth of mobile payments slowed from  19 per cent in 2016 to 8 per cent in 2017…,
"rt @mihrthakar: abc capital estimates a fair value price of up to sh35 for the safaricom stock, which at a price of sh29 last week would re…",
"rt @flyrwandair: new destinations alert: #rwandair to start flights to abuja and cape town. read more: 

#flythedrea…",
"rt @akin_adesina: african development bank's net income continues to grow solidly. we moved from $492.7 million in 2015, when i took over,…",
companies must have much longer life cycles than people. i want to build a company that will continue to grow for a… ,
rt @richtvafrica: .@cmakenya clarifies on the status of the proposed takeover of #unga group plc by @seaboardfoods ,
"rt @cbkkenya: treasury bills auction results - value dated 19/2/2018     
91 days - 8.033%     
182 days - 10.403%      
364 days - 11.154%…",
rt @athanaskk: breaking news: nandi hills mp alfred keter + 2 other individuals arrested for allegedly faking treasury bills worth kshs.633…,
"prime residential houses in kenya priced from $800,000. british buyers represent 63% of foreigners seeking ke prope… ",
any product that needs a manual to work is broken.  elon musk,
"sins of the father 
 ",
"rt @marketwatch: move over, microsoft  ",
rt @fanatelevision: breaking news: ethiopia's prime minister hailemariam desalegn submitted resignation letter ,
rt @nar: bharti airtel plans to list african unit to build war chest ,
"rt @nntaleb: for those wasting time listening to journos on market ""collapse"": this is normal, very normal business. 

very, very normal.…",
"well, barely two years later.  she found boc facing headwinds due to competition from oxygen and nitrogen imports… ",
one of the negative effects of high power in leadership: aggressive over-talking  ,
"beware the lure of east african expansion!
",
don't worry about people stealing your design work. worry about the day they stop.  jeffrey zeldman,
rt @kenyanpundit: #institutionsmatter ...erosion of this in kenya should be biggest cause of concern.  individuals come and go. ,
"rt @pagetwobooks: ""invisible mentors are everywhere in our lives—in our families, in our communities, in literature, in far-flung worlds. i…",
"rt @energy_ke: a cost breakdown of the cost of super petrol, diesel and kerosene with nairobi used as an example:  15th february 2018 - 14t…",
"well i'll say! chicago to be ethiopian air's 4th destination in the us after washington, la, new jersey  (dreaming… ",
@wehliyemohamed @anzetse not so sure 🙂 they've just concluded their $4bn eurobond with their 10 year tenor at 6.59… ,
"@anzetse on the moody's rating front, we may still have a fair chance at the african eurobond starting gates: 🙂 
cô… ",
"rt @anzetse: absolutely. if those funds don't hit the consolidated fund asap, we're in trouble. this is why i propose a separate entity for…",
kra revenue target reviewed up to 12.2% for second half of 2017/18 financial year (jan to june) with eyes on big-4… ,
"fiscal year 2018/19, moody's forecasts: 😨 
gok debt to increase to 61% of gdp
interest payments as share of gok re… ",
"rt @kenyanwalstreet: kenya's largest banks by market cap (as of 13th feb 2018)

1. equity group (162.3b)

2. kcb group (139.5b)

3. coop ba…",
tough love for ke from moody's this morning   ,
"love to me is practical.. so i don't write poetry, i write spreadsheets.  kris senanu",
"use the kes 50,000 ❤️budget: pick the reopened cbk 15yr fixed bond, with a tenor of 10 years at 12% annual coupon.… ",
@ochirob and both are notable shareholders on their roll of companies - peculiar similarities 🙂,
a tough roll for deacons ea shareholders whichever way you cut it the current ceo has been in office for the last… ,
rt @bbgafrica: south africa's anc is said to order president zuma to quit ,
"rt @tom_peters: ""speed is everything in 2018"" total bullshit:
relationships take time. 
recruiting allies to your cause takes time.
reading…",
"rt @carolmusyoka: and just like that @cbkkenya has thrown down the gauntlet. 👏🏿👏🏿
if you’re a senior bank employee in a bank that’s doing b…",
only for a thin (questionable) slice of 100 shares.  average price of unga 37.50/- closing price 34.50/- 🤔 ,
almost feels unjust that the unemployment rate in kenya is a whopping 39% while everyone is so eager to work 😓… ,
"imagine 1.5bn people using the same instantaneous mobile money transfer app in the near future!
",
"acacia mining plc  'magafulied' for second year running 😖
",
"@williammachave @myc4com on dec 7, 2016, the myc4 foundation informed its investors it has decided to cease its act… ",
rt @bbcafrica: mo ibrahim prize: liberia's sirleaf wins african leadership prize ,
rt @bd_africa: strathmore records top performance in law exams  ,
rt @muhatiaa: kenya has overcome political and fiscal shocks to achieve a stable outlook on its long-term foreign and local-currency issuer…,
"i had so many people try to talk me out of starting a rocket company, it was crazy.
elon musk",
"rt @historyinpics: 5mb ibm hard drive, 1956. ",
rt @kresearcher: general post office (gpo) in in nairobi the 1930s. ,
rt @wef: leonardo da vinci is history’s best case for wasting time  #leadership ,
"rt @ritholtzwealth: facts. 

via @ateachmoment ",
"no. no. no. 🙂
after being on the receiving end in their rea takeover offer 4 years ago, time for the robinow brothe… ",
"rt @kenyanwalstreet: kes hits 100.849 against the usd.

√ last seen about 20 months ago
√ weakening $ globally
√ low importer demand ",
your best teacher is your last mistake.  ralph nader,
"ke already collects 24% of gdp in taxes. is there any fiscal space for new funding?
",
rt @african_markets: #mtn #nigeria to list its shares on nigerian stock exchange this year ,
"rt @niemanlab: it only took 12 years, but twitter has finally turned a quarterly profit: ""it may not grow into an advertising behemoth like…",
"kenya's top tourism source markets:
1. usa
2. uk
3. uganda
4. india
5. china ",
"rt @imgkenya: #tourismgrowthke 

a summary of arrivals by region #magicalkenya ",
"rt @csapac: china accounted for 42% of the world’s #ecommerce transaction value in 2016, a surge from less than 1% in 2005 #csmarketoutlook…",
rt @bankofengland: we have kept interest rates at 0.5%. find out more at:  #inflationreport ,
"today, unga group closed at 29.25, 8.33% above its 52-week low of 27.00, set on dec 20, 2017. seaboard's offer pric… ",
