text,label,,,,,,,,,,,0
coreshares lists global dividend etf on the #johannesburg stock exchange ,,,,,,,,,,,,0
#kenya raises $2bn in fresh #eurobond issue ,,,,,,,,,,,,1
south #africa raises vat for first time in 25 years ,,,,,,,,,,,,1
google enables m-pesa payments on its app store ,,,,,,,,,,,,1
rt @paulwallace123: a $14bn order book shows investors still crave african bonds. #kenya #nigeria #egypt  @markets h…,,,,,,,,,,,,0
#zambia's central bank cuts rate by another 50 bps on steady inflation ,,,,,,,,,,,,0
kenyan bank cba acquires crane bank #rwanda ,,,,,,,,,,,,0
#bourse du #ghana: cocoa processing company et golden web sont sur la sellette ,,,,,,,,,,,,0
rt @paulwallace123: #kenya is in the #eurobond market today. it is selling 10-year dollar debt with initial price talk of around 7.625% and…,,,,,,,,,,,,1
"rt @thetradingbell: the nairobi securities exchange has democratized the buying and selling of bonds in kenya through m-akiba bond. 
@g_odu…",,,,,,,,,,,,0
"am weekly market commentary - february 16, 2018 ",,,,,,,,,,,,0
3 companies risk delisting from #ghana stock exchange by may ,,,,,,,,,,,,0
#nigeria's $2.5bn #eurobond attracts over 7.143% rates ,,,,,,,,,,,,1
#egypt returns to international #bond markets with usd 4 billion #eurobond issue ,,,,,,,,,,,,1
#nigeria's inflation dips to 15.13% ,,,,,,,,,,,,-1
"south african stocks in demand after zuma quits, rand soars ",,,,,,,,,,,,0
central bank of #egypt cuts interest rates by 100 bps as inflation eases ,,,,,,,,,,,,1
"moody's downgrades the ratings of three kenyan banks, concluding their review ",,,,,,,,,,,,0
moody's downgrades government of #kenya's issuer rating to b2 and assigns stable outlook ,,,,,,,,,,,,0
#rwanda: rnit iterambere fund grows to rwf1.47bn in january ,,,,,,,,,,,,0
#kenya: unga share rallies to sh39 after foreign buyout offer ,,,,,,,,,,,,1
"#mtn #ghana prepares for #ghana stock exchange listing, #ipo by end of q1 ",,,,,,,,,,,,0
nigerian stock exchange approves delisting of 7-up after buyout by majority shareholders ,,,,,,,,,,,,0
"#namibia's central bank maintains rate, sees lower inflation in 2018 ",,,,,,,,,,,,0
#botswana's central bank maintains rate on positive inflation outlook ,,,,,,,,,,,,0
#uganda's central bank cuts rate by another 50 bps to strengthen growth ,,,,,,,,,,,,1
#kenya: mobile transactions rose sh283.37 billion up to december ,,,,,,,,,,,,1
rt @metl_group: dar es salaam stock exchange share indices closed down last week after almost all listed companies remains flat. dse index…,,,,,,,,,,,,-1
7-up seeks regulatory approval to delist from nigerian stock exchange ,,,,,,,,,,,,0
#mtn #nigeria to list its shares on nigerian stock exchange this year ,,,,,,,,,,,,0
rt @paulwallace123: more #eurobond issuance coming up from africa. #kenya's said to pick banks including citigroup & jpmorgan to manage a d…,,,,,,,,,,,,0
"am weekly market commentary - february 2, 2018 ",,,,,,,,,,,,0
i&m bank gets sh1bn funding from ifc for #rwanda subsidiary ,,,,,,,,,,,,1
nigerian stock exchange implements new kobo-based pricing rules ,,,,,,,,,,,,1
"rt @bboason: news: @nsecontact turnaround has seen investors pile into new york-based global x msci nigeria etf this year, too increasing e…",,,,,,,,,,,,0
"am weekly market commentary - january 26, 2017 ",,,,,,,,,,,,0
"rt @mme_muriel: as every week, my weekly view on african markets is available on @african_markets  website. #jse #southafrica #emerging #ma…",,,,,,,,,,,,0
#tanzania: halotel makes progress in floating #ipo at dar #bourse ,,,,,,,,,,,,0
