text,label
"allan kamau (@allan1920), previously head of portland communication’s nairobi office, has been appointed managing d… ",0
world's 2nd largest pr firm @webershandwick opens nairobi office targeting multinationals  ,1
kenya airports authority (kaa) has invited companies to tender for the construction of jkia’s second runway… ,0
"rt @lseplc: .@lseplc delighted to welcome kenyan cabinet secretary to the treasury, henry rotich, to open london trading this morning to ce…",0
"yields of the 10-year eurobonds issued by three african govt's this year

1. kenya (7.25%)
2. egypt (6.59%)
3. nig… ",-1
rt @manotiwycliffe: kenya raises sh 200 billion in eurobond sale that was oversubscribed by 700%  via @kenyanwalstre…,1
you can now purchase apps from google play store & pay using m-pesa  ,0
13 red flags that prove nurucoin is a scam  ,-1
"airtel africa made a profit of $48 million from july to september, resulting in a 5.3 percent growth year on year t… ",1
kenya eurobond delegation at the london stock exchange ,1
kaa says the second runway will elevate jkia to world-class standards and enable it to cater for new generation air… ,0
kenya airports authority (kaa) has invited companies to tender for the construction of jkia’s second runway… ,0
"""the fact that we got $14 billion in investor appetite reflected the continued support the country has. we now have… ",1
"rt @mmnjug: the 10 year bond will yield a coupon of 7.25% while the 30 year will yield a 8.25%. @citi, @jpmorgan, @standardbankza and @stan…",1
"rt @mmnjug: as of yesterday afternoon, it was reported that the order book of the new issue was up to us$13.3b against govt’s target of us$…",-1
rt @mmnjug: kenya returned to international debt markets to cover its financing needs in addition to lightening the debt-servicing burden.…,1
rt @kenyanwalstreet: the kenyan government has raised $2 billion (sh 200b) in a dollar denominated eurobond sale split equally between 10-…,1
kenya’s new eurobond issue to be listed on the london stock exchange. ,1
uchumi supermarkets loss for the 6 months period ended dec 2017 widenes to sh 895 million from sh 547.3 million as… ,-1
japanese auto export company be forward has relaunched in the kenyan market ,0
kisumu based united millers to establish milling plants in uganda and tanzania  ,0
cbk accused of favouring de la rue in currency tender ,-1
bank of america-merrill lynch values bharti airtel africa’s equity at $1.1 billion inclusive of about $5.5 net debt. ,0
bharti airtel plans to make its african business public in order to reduce its debt burden  ,0
"10 year -  7.25%
30 year - 8.25%. 

citi, jpmorgan, standard bank and stanchart managed the transaction. ",0
the kenyan government has raised $2 billion (sh 200b) in a dollar denominated eurobond sale split equally between 1… ,1
rt @estatecloudke: standard chartered introduces new low-priced mortgage  ,0
"rt @estatecloudke: the world's richest people are abandoning london, rome, and paris for an unexpected destination (kenya) ",0
rt @estatecloudke: kenya construction costs  ,0
"rt @estatecloudke: uganda construction costs highest in east africa, report  ",-1
"the kenyan government has enforced standards to terminate the production, export, import, sale, and use of lead-con… ",0
rt @thewainaina: venezuela claims $735 million raised in first cryptocurrency sale  via @coindesk,0
kenya's markets regulator issues public warning against icos  ,-1
"rt @ramah_nyang: in this kenya, imf story, the devil is always in the details buried in reports. final sentence of section 17 is one exampl…",0
"one week to the official launch of @inukasme, if you are a small business owner seeking to grow your business, sign… ",0
how inuka na sme (@inukasme) program by @kenyabankers seeks to empower businesses  ,0
"crane ab, which claims to be the lowest bidder, said the tender will cost kenyans sh800 million more if awarded to… ",-1
kenya's central bank (cbk) accused of favouring de la rue in currency tender  ,-1
"the kenyan government has enforced standards to terminate the production, export, import, sale, and use of lead-con… ",0
pwc kenya announces the retirement of anne eriksson after 40 years of service  ,0
olkaria v project set for completion in 2019  ,1
"rt @ambymilayi: ""could incest in the kenyan banking sector be what is ailing it?""  by @coachyawe on @linkedin @kcbgr…",-1
"kenya mortgage market share

kcb 24%

hf group 24%

cooperative 9%

stanchart 8%

cfc 7%

equity 4%

barclays 3%",0
rt @sancc2: dangote cement revives london ipo plans  via @kenyanwalstreet,0
rt @sancc2: china’s three lessons for africa  via @kenyanwalstreet,0
rt @cmakenya: please see our cautionary statement on initial coin offerings. an informed investor is a protected investor @kenyanwalstreet…,-1
"in a notice in the local dailies, @cmakenya says it has not, as of this date, approved any initial coin offering (i… ",-1
kenya’s markets regulator issues public warning against nurucoin & other icos  ,-1
