text,label
today’s african #proverb: the heaviest thing you can carry is a grudge. a lugbara proverb sent by egabile dragonson… ,0
today’s african #proverb: the heaviest thing you can carry is a grudge. a lugbara proverb sent by egabile dragonson… ,0
in the heart of korogocho - one of nairobi's largest slums - a classical orchestra is training many of kenya's youn… ,0
komla dumor award 2018: seeking a rising star of african journalism ,0
wildlife secrets of nigeria's last wilderness ,0
africa's week in pictures: 16-22 february 2018 ,0
"south sudan's oil minister- on who's responsible for the fighting in the civil war
",0
"the impact of ethiopia's new dam 
",0
"three days on from the attack on a school in northeastern nigeria, and more than 50 children are still… ",0
"the search for new rugby players. the girls from ghana who are getting a taste for running with the ball
",0
"dozens of schoolgirls are still missing in north eastern nigeria following an attack on their school, but the dynam… ",0
caf champions league: al merreikh of sudan crash out ,0
the ghana #rugby union is trying to get young people involved by promoting the sport in schools and young ghanaian… ,0
nigeria's boko haram crisis: dapchi anger over missing girls ,0
seychelles protects an area 'as big as britain' in indian ocean ,0
mystery is surrounding dozens of school girls who have reportedly been kidnapped by boko haram in north east nigeri… ,0
deportivo la coruna sign ghana's sulley muntari ,0
"lupita nyong'o will play trevor noah's mother in a new film.

the comedian called the ""radiant and regal"" black pan… ",0
"stormzy stole the show at last night's brit awards, beating ed sheeran to win best british male and best british al… ",0
moment policeman catches falling child ,0
"in 2007, the gambian president - yahya jammeh - falsely claimed he had found a cure for aids. ousman sowe was one o… ",0
today’s african #proverb: the stubborn grasshopper ends up in the belly of the fowl. sent by ousainou ceesay in ban… ,0
today’s african #proverb: the stubborn grasshopper ends up in the belly of the fowl. sent by ousainou ceesay in ban… ,0
"it's here! the africa today podcast with all the latest news from across the continent.

",0
maaloul says england will be tunisia's 'toughest' game ,0
"first the prime minister resigns, then a national state of emergency is declared - what is going on in ethiopia? ",1
#robertmugabe turns 94 today but the celebrations are not as lavish as usual. this is the first time in 30 years he… ,0
"do you live in the uk? 👍

would you like to do a 6-week paid journalism internship at the bbc in london (no journal… ",0
world mother language day: tech words in your language ,0
why has ethiopia imposed a state of emergency? ,1
senegal's lamine sane signs for mls side orlando city ,0
debutant teams enjoy wins in african confederation cup ,0
mccarthy urges cape town city to push on in confederation cup ,0
williamsville march on in champions league ,0
south africa police station raid: five killed in umtata ,0
how nigeria's bobsleigh team made olympic history ,0
letter from africa: mugabe 'unloved' on his birthday ,0
a dying ski resort in northern italy has come back to life thanks to an igloo village built by migrants ❄️❄️ ,1
damming the nile: explore with 360 video ,0
spain: father of migrant boy found in suitcase in ceuta freed ,0
