text,label
"the 'musiqtailor' brings his a game to your number 1 entertainment show, catch @djcreepaglobal tonight from 10pm on… ",0
"the number one femcee @femi_one will be in the house people, you don't want to miss this one! only on #10over10 w/… ",0
"tsc letting terrorists win, north eastern leaders claim  ",0
"it's #levelupfridays where you get your weekly dose of awesomeness, here on  #powerbreakfast w/ @royteeboy… ",0
@juacaligenge a.k.a 'baba yao' will be on #10over10 tonight @ 10pm hosted by @willisraburu ,0
today we are going to talk about the dos and don'ts when it comes to fashion accessories. in studio we are joined b… ,0
jesse oduor: you cannot challenge the constitution. to amend a section of the constitution to accommodate same sex… ,0
jesse oduor:  the law that we have is still against same sex marriages. kenya is a very religious nation such a thi… ,0
nema closes nairobi’s burma market over plastic bags  ,0
"jesse oduor:  it is a sad affair to have these huge debts, there should be public participation when getting these… ",0
"jesse oduor:  it is a bad practice, this will discourage people from going court to seek justice. #powerbreakfast ",0
@fredindimuli : election petitions have become quite costly some of the petitioners who have lost are required to… ,0
"jesse oduor:  tuju being a cs nominee failed chapter 6 of the constitution, lsk should have moved to the high court… ",0
"@fredindimuli : there was a letter by raphael tuju attacking the judiciary, what is your view on the issue ?… ",0
landlord stabs student tenant over mangoes  ,0
jesse oduor:  i see a scenario where we are going to have an annual general meeting where there will be a motion to… ,0
"jesse oduor: some of the issues that played out during the elections were: age limit, practice matters, medical cov… ",0
jesse oduor: one of the reasons as to why there was a low voter turnout during the lsk elections was due to the… ,0
joining us in studio is jesse oduor an advocate of the high court of kenya. @fredindimuli #powerbreakfast ,0
victory for joho as court dismisses petition  ,0
"psc: wiper, jubilee alliance deepens nasa cracks  ",0
panic as 6 taxi drivers killed in one year  ,0
mourinho’s cautious man utd tactics win few admirers  ,0
"no fanfare, interest as mugabe turns 94  ",0
ekuru aukot unveils his shadow cabinet  ,0
butt seriously: chain-smoker sarri given room to light up in leipzig  ,0
makueni: parents spend nights in the cold over birth certificates  ,0
ivanka trump to attend olympic finale in s. korea  ,0
"psc: wiper, jubilee alliance deepens nasa cracks  ",0
magestic dance crew will be reppin' on #10over10 w/ some cool dance moves @willisraburu ,0
our very own award-winning band @sautisol will be on #10over10 w/ their spanking new track 'afrikan star'… ,0
10-year-old girl’s triumph over cancer  ,0
edward kisiang’ani: there are a lot of people who think that martin wambora cannot be a decent leader by the fact t… ,0
steve ogolla:  if you look at the context in which electoral petitions are being managed very few are succeeding t… ,0
danstan omari: the only person allowed and paid the state to interpret the law is a judge #opinioncourt ,0
danstan omari: no lawyer failed the simple test of interpreting the law last year during the electioneering period… ,0
steve ogolla:  there are a lot of changes in the legal infrastructure  #opinioncourt ,0
"the number one femcee @femi_one will be in the house people, you don't want to miss this one! only on #10over10 w/… ",0
panic as 6 taxi drivers killed in one year  ,0
"the 'musiqtailor' brings his a game to your number 1 entertainment show, catch @djcreepaglobal this friday from 10p… ",0
kenya orient to downsize workforce. exercise will last till 1st april 2018 #opinioncourt ,0
east african leaders meet in uganda for summit. the 3 -day summit to focus on infrastructure and healthcare… ,0
taxi app drivers demand emergency button. drivers also want more pay for night travels   #opinioncourt ,0
kura demolishes roadside structures in kongowea. structures constructed on road reserves #opinioncourt ,0
blow to wambora as court nullifies win  ,0
red cross raises alarm over worsening hunger. society launches appeal for sh1.04b relief fund #opinioncourt ,0
kenya secures sh203b eurobond. bond to finance external debts  #opinioncourt ,0
police sift through suspected thief’s phone records.kerubo allegedly stole baby at knh kawangware doctor issued fa… ,0
"jubilee, nasa mps unite in push for higher allowances. mps fault plan to slash allowances legislators want psc to… ",0
duale: we are supposed to be role models you can have your business with other people out there but please do not… ,0
high court nullifies governor wambora victory. judge rules poll was marred by irregularities #opinioncourt ,0
