text,label
amani: you are saved by grace and sustained by god's grace and not yourself. #hangoutfriday #k24alfajiri… ,0
amani : i will not stop doing music because of people's opinion. #hangoutfriday ,0
amani: at the end of the day am accountable to god. #hangoutfriday #k24alfajiri @iamjeffmote ,0
amani: i started searching my heart and realised the time when i was genuinely happening was when i was born again.… ,0
amani: you do not know the real impact of being an entrepreneur till you are in the business world. #hangoutfriday… ,0
amani turns a new leaf! join @iamjeffmote as he interacts with the beautiful amani. #hangoutfriday #k24alfajiri ,0
making sure you are entertained this friday morning with @deejayruby_ on the decks. #k24alfajiri #hangoutfriday ,0
chipukeezy: am a comedian from 6 to 6. #hangoutfriday #k24alfajiri @iamjeffmote @chipukeezyvini ,0
chipukeezy: when you are broke as an artist that's when you tend to hit more. #hangoutfriday #k24alfajiri… ,0
chipukeezy: the reason why i left radio is because i wanted to get out of my comfort zone. #hangoutfriday… ,0
chipukeezy : i texted wawira after the incidence and told her am sorry. #hangoutfriday @iamjeffmote ,0
"chipukeezy: in entertainment there is one thing we do, exaggerating stories. #hangoutfriday #k24alfajiri… ",0
chipukeezy : one thing that people should know about me is i lie a lot. #hangoutfriday @iamjeffmote ,0
don't miss #hangoutfriday as @chipukeezyvini talks about his encounter with kevin hart  #k24alfajiri with… ,0
chipukeezy : i have no plans of getting into politics. #hangoutfriday  @iamjeffmote ,0
"rt @ismaelnewts: @cirumuriuki @iamjeffmote @serahteshna huyo mp ni wa area code gani?? 
@k24tv #hangoutfriday",0
"pressing issue, no toilet paper in parliament. details on e-nteractive with @cirumuriuki @serahteshna @iamjeffmote… ",0
"rt @ismaelnewts: @cirumuriuki @serahteshna @iamjeffmote the best thing about akon is that he is not hiding the wives... 
he is faithful 😂😂😂…",0
american singer akon engaged to his 5th wife. more on e-nteractive with @cirumuriuki @serahteshna @iamjeffmote… ,0
rt @ismaelnewts: @cirumuriuki @iamjeffmote tumeona watu hawajui mutura na burma market @serahteshna #hangoutfriday @k24tv,0
#hangoutfriday ,0
e-nteractive: nema shuts down burma market. #hangoutfriday  @cirumuriuki @serahteshna @iamjeffmote ,0
more music on #hangoutfriday #k24alfajiri with dj ruby who is bringing the party to your living room tweeps. ,0
"hey-z drops his new single,""nimepona"" on #hangoutfriday @serahteshna ",0
hey-z: nimepona came to me as a testimony. #hangoutthursday #k24alfajiri @serahteshna ,0
hey-z : i have 17 songs out. #hangoutfriday @serahteshna ,0
hey-z: different artists come into the industry with different styles and approaches. #hangoutfriday #k24alfajiri… ,0
hanging out with hey-z on #hangoutfriday #k24alfajiri @serahteshna @cirumuriuki @iamjeffmote ,0
rt @cirumuriuki: #hangoutfriday is lit! ,0
tgif! great music to start your friday with @djruby on #hangoutfriday #k24alfajiri with the lit squad in town… ,0
#k24alfajiri we are glad you are watching @serahteshna @cirumuriuki @iamjeffmote ,0
"rt @serahteshna: good morning seraphites, are you tuned in for #k24alfajiri #hangoutfriday? ",0
we are glad you are watching #k24alfajiri keep it @k24tv @serahteshna @cirumuriuki @iamjeffmote ,0
#k24alfajiri #trafficwatch ,0
rt @ma3route: 06:14 @k24tv @cirumuriuki     jogoo road is moving smoothly to town.let's hurry up to job on time via @bettfred66,0
"join @iamjeffmote and @manuel_ntoyai , writer @peopledailyke as they take a look at the stories making the headline… ",0
what is the situation on the roads as you head to work? let us know as @cirumuriuki helps you get to work on time o… ,0
good morning and welcome to #k24alfajiri the best breakfast show in +254 with the amazing trio @iamjeffmote… ,0
rt @kalekyemumo: @254actress and @phill_director face the #tcgang @glangiri @mojishortbabaa @obuchela #talkcentral @k24tv,0
rt @kalekyemumo: @phill_director :-the success of any man/woman is the success of the children #talkcentral @k24tv,0
rt @kalekyemumo: @phill_director officially adopted @254actress son as his own #talkcentral @k24tv,0
#talkcentral @k24tv ,0
rt @kalekyemumo: @254actress :-a single mother  should be confident #talkcentral @k24tv,0
rt @kalekyemumo: @254actress talks about challenges single mothers go through #talkcentral @k24tv,0
"rt @kalekyemumo: @254actress :- i resigned from ""mother in law"" due to management issues #talkcentral @k24tv",0
"catherine kamau: i resigned from ""mother in law"" due to management issues #talkcentral @k24tv",0
"rt @kalekyemumo: @phill_director is the director of ""sue na johnnie""  #talkcentral @k24tv",0
rt @kalekyemumo: @254actress is the lead actress of 'sue na johnnie' #talkcentral @k24tv,0
