text,label
. @afdb_group’s president @akin_adesina urges america to support african agriculture as a business ,0
gabon – veolia quits after contract dispute  ,0
"the world's favourite #crypto show is back this evening with @cryptomanran
don't miss it #cryptotrader ",0
"what should #gpsopa18 focus on? tune into @cnbcafrica, mon, 26 feb, 10h00 cat to hear @gautengprovince premier, dav… ",0
. @afdb_group’s president @akin_adesina urges america to support african agriculture as a business ,0
"south africa has world-class infrastructure, exciting innovation, research and development capabilities and an esta… ",0
"in nigeria we're working with a number of local players to support the country's digital strategy - clint brown,  t… ",0
"@myanc tg, @paulmashatile gives us political insight on #budget2018. watch #politicalcapital with @karaboktl for mo… ",0
"the reality is satellite is still very very relevant in africa - clint brown,  the vice president of sales and mark… ",0
distance is often seen as a barrier for the delivery of content. with satellite we remove that barrier straight awa… ,0
it (satellite) allows allows broadcasters to access communities which they've never been able to access before - cl… ,0
"we have a product we're rolling out called video on demand everywhere, which exploits exclusively satellite connect… ",0
"for @ses_africa we have something approaching 10 million households that we deliver content to, the challenge we ha… ",0
we work very closely with a number of countries and a number of companies to help the digital switch over process -… ,0
governments (in africa) are trying to find ways of delivering content to their people and the reality is it isn't g… ,0
rt @theonerealthing: budget 2018: financial woes continue to plague s.a’s profit-lacking socs  via @cnbcafrica,0
"rt @theonerealthing: budget 2018: s.a’s economic risks still elevated, even with green shoots in sight  via @cnbcafr…",-1
rt @lfiamingo: joel baepi from @oldmutualsa expressing his thanks to the team and congratulations to our winners #budgetspeechcomp @cnbcafr…,0
"rt @ses_africa: join clint brown, our vp of sales and market development for ses video africa, now on @cnbcafrica on #closing_bell at 5:30p…",0
"rt @cnbci: this is how cape town is preparing for day zero, the day the city might run out of drinking water. ",0
"get insight and analysis from the financial world on #budget2018 with oasis ceo, adam ebrahim. on #politicalcapital… ",0
[watch] gabon’s veolia concession terminated ,0
[watch] why massmart is not concerned by vat hike ,0
"deputy finmin, sifiso buthelezi, gives a break down of #budget2018 on #politicalcapital with @karaboktl. don't miss… ",0
rt @lancasterghana: our team in nigeria is all set for our emba breakfast seminar in lagos in collaboration with @cnbcafrica ,0
african nations urged to avoid hydropower reliance  ,0
[watch] this is how nigeria’s fuel crisis will affect the economy ,-1
"@myanc chairperson, @gwedemantashe1 tells us how sa's #budget2018 will benefit the poor. tune into… ",0
ratings agencies applaud south africa’s budget: treasury  ,0
rt @aablawards: we are excited to announce that the much anticipated 2018 aabla™ nominations will be opening on march 1st 2018. #aabla2018…,0
#politicalcapital brings you all you need to know about #budget2018. tune in for opinion & analysis from business w… ,0
rt @chrisbishopza: gwede mantashe anc chairman always a man for a pithy quote. here his views on how south africa's budget can save the poo…,0
"one can't deny the need for some sort of dramatic action in relation to land, but it has to be done in a way that d… ",0
it's absolutely necessary that we go ahead with land reform but it's going very difficult - dennis dykes on land di… ,0
it's a contradiction in the short term but i think it will lead to positive things including lower interests rates… ,1
rt @chrisbishopza: putting the final touches to political capital for @cnbcafrica tonight 6 30 pm of channel 410 cat a great round up of bu…,0
it's really nb from an international perspective that our tax institutions are seen as strong and credible because… ,0
we've identified assets that we said government could need to sell if there was any need for capital injection - ow… ,0
rt @lfiamingo: dissecting #budgetspeech2018 with the panel discussion @oldmutualsa @nedbank live on @cnbcafrica ,0
"cabinet makes the ultimate decision on budget, treasury makes recommendations - owen willcox on #budget2018… ",0
"i estimate certainly that since 2014, as a result of policy and toxic political environment, we've lost about half… ",0
this economy should be growing by another 2% at least if you look at other emerging economies - dennies dykes on… ,1
"budgets are all about growth. if we had 1% extra growth each year since 2014 through to 2021, the budget deficit wo… ",0
"when you change anything in relation to vat you have to think about changes to systems & processes - gary eaves, he… ",0
"in terms of the numbers we needed, we had to go for one of our main taxes because the number of revenue we had to r… ",0
"we've always known that this was going to be an austerity budget - dennis dykes, @nedbank chief economist… ",0
rt @nedbank: the panel discussion will be broadcasted live on @cnbcafrica channel 410. cc @oldmutualsa #budgetspeechcomp #budget2018,0
rt @nedbank: make sure you don't miss the panel discussion by tuning in to @cnbcafrica right now. cc @oldmutualsa,0
investors become skeptical about investing in a country that they perceive as corrupt - @oldmutualsa… ,-1
"marian igwe, nigeria regional officer @lancasterghana giving the closing remarks at the @lancasterghana emba breakf… ",0
[watch] why sarb regulating cryptocurrencies is positive ,0
"bad stuff is happening all over the world. it’s important that we do not have knee jerk reactions- tom griffin,… ",0
south africa uses its membership in multilateral fora to advocate for international support for the african develop… ,0
nigeria’s healthcare industry was one of the largest beneficiaries of nigeria’s exchange rate crash. medical touris… ,0
"in nigeria at the moment it is the time to optimize your workforce - olufunke amobi, head: human capital… ",0
we’re having a lot of pressure from the nigerian tax authorities and it’s without thought for the businesses-… ,0
"[watch] why a strong nigeria, sa relationship matters ",0
rt @damiodiachi: at the @lancasterghana emba breakfast seminar @cnbcafrica’s @onyisunday asks tom griffin @cri_global an important question…,0
"one of the prime concerns of businesses in nigeria’s pre-election year should be, “how de we make our employees fee… ",0
only 3 out of 15 sectors in nigeria’s economy grew in 2017 which means the bulk of the economy is still in recessio… ,-1
"glencore, banks and chad reach deal on $1 bln-plus oil-backed loan  ",0
"oil got nigeria into the recession and oil got nigeria out of the recession - @bjrewane, ceo @financialderivs speak… ",0
for medium sized businesses we often don’t look at how politics impacts us until it’s right in our face - @iniabims… ,0
from a political point of view @cri_global looks at the trigger points. @bukolasaraki throwing his hat into the ele… ,0
switzerland imposes sanctions on allies of congo’s kabila  ,0
"organizations will experience the nigerian pre election year differently depending on the sector - olufunke amobi,… ",0
"as nigeria heads into the pre-election year you’re going to see huge amounts of instability- thomas griffin, md, we… ",0
cnbc africa’s @onyisunday moderating the @lancasterghana emba breakfast panel on business sustainability: how organ… ,0
"the head of west africa at africa business news,  @fvandevyver giving the opening address at the @lancasterghana em… ",0
the second edition of the @lancasterghana emba breakfast seminar will be about business sustainability: how organiz… ,0
i'm a very strong believer that technology provides an enabling opportunity and that technology tools and platforms… ,0
the @cnbcafrica west africa team is standing by at the @lancasterghana emba breakfast seminar ,0
"in terms of loan recovery, 2018 is positive for nigerian banks - ejikeme okoli, analyst @diamondbankng ",0
"google nigeria has committed to providing training for 10 million nigerians over the next 5 years - @jehimuan, coun… ",0
"there are over 90 million nigerians spending their time online - @jehimuan, country director, @google-nigeria speak… ",0
"if people have the right digital skills and they can create opportunities for themselves, they can become employers… ",0
"#youngmoney410 w/@therealnozi tells the untold stories of africa's young entrepreneurs, mondays, 18h30 cat. ",0
rt @aviwemtila:  how are south africa's state owned companies doing? #budgetspeech2018 @cnbcafrica @moniquevanek,0
rt @aviwemtila:  green shoots a sign of investments? #budgetspeech2018 @cnbcafrica @moniquevanek,0
rt @oldmutualsa: use our income tax calculator to calculate the impact of #budgetspeech2018 on your finances. click here: ,0
sa #budget2018 wrap #budget18oncnbca. brought to you by @oldmutualsa. ,0
sa #budget2018 soes #budget18oncnbca. brought to you by @oldmutualsa. ,0
"tune into @cnbcafrica for the latest african business stories from east, west & southern africa. ",0
sa #budget2018 risks #budget18oncnbca. brought to you by @oldmutualsa. ,0
sa’s #budget2018: the economic takeaways  #budget18oncnbca ,0
sa #budget2018 growth #budget18oncnbca. brought to you by @oldmutualsa. ,0
"from the perspective of externals looking in, south africa has stopped the bleeding - @mrgeezo acting ceo,… ",0
your groceries are not going to be as full as they used to be which means you're going to be very prudent when it c… ,0
broadly speaking south africans are going to feel it a little bit. for ever 100 rand you're paying an extra 88 cent… ,0
"budget 2018: s.a’s economic risks still elevated, even with green shoots in sight  #budget2018 #budget18oncnbca",0
