id,created_at,text
966658995992907776,2018-02-22 13:00:38,"6,000 medics suffering in 'Nasa counties', Panyako says, threatens legal action  https://t.co/tCcqDTkgFk https://t.co/He21LIk8IL"
966658492110172161,2018-02-22 12:58:38,"RT @TheStarBreaking: NASA nominates Malindi MP Aisha Jumwa,
Vihiga Senator George Khaniri to the Parliamentary Service Commission, drops Ho…"
966654801990762498,2018-02-22 12:43:59,Governor Wambora out as High Court orders fresh election https://t.co/DUGRGtahlW Via @NancyAgutu https://t.co/YmFhVweJwX
966653718325317633,2018-02-22 12:39:40,CS Amina asks UK for more scholarships for Kenyans  https://t.co/bVNJvynu22 https://t.co/MIrP2746Rm
966652952864808960,2018-02-22 12:36:38,"RT @TheStarBreaking: HIGH COURT nullifies the election of Embu Governor Martin Wambora, rules irregularities in the race undermined the ele…"
966649311235903488,2018-02-22 12:22:09,Catholic priest loses bid to reclaim St Mary's Hospital in Lang'ata  https://t.co/GJ20qJ1aOo https://t.co/vhXbKR0zgw
966645023650582528,2018-02-22 12:05:07,"Nairobi drives hawkers, boda boda riders out of congested CBD https://t.co/obkO7IVN26 https://t.co/SD4COfmrBs"
966643840991023105,2018-02-22 12:00:25,EDITORIAL CARTOON: #TwendeKazi PRIORITIES...PRIORITIES..PRIORITIES... Oh well Via @ndula_victor https://t.co/IQQP3rg6D5
966639835988529152,2018-02-22 11:44:30,"RT @TheStarBreaking: CATHOLIC PRIEST in legal tussle with nuns, over ownership of St Mary’s Mission Hospital, loses bid to reclaim the mult…"
966638996360257536,2018-02-22 11:41:10,Kongowea traders break into tears as KeNHA flattens stalls https://t.co/LmOuGBgogw https://t.co/E6eqK21tDx
966633702280265730,2018-02-22 11:20:08,Red Cross appeals for Sh1 billion to save drought-hit Kenyans https://t.co/IRcTo8dps5 https://t.co/7zOwTp4TqT
966631187501453313,2018-02-22 11:10:08,"Enemies of development sneaked my name for EACC probe, Koskei tells MPs https://t.co/pXxGjM7AQo https://t.co/OknKrLkpWf"
966628739604996096,2018-02-22 11:00:25,New corridor to help Tana River locals access water points - DP https://t.co/Gxge1hgCqQ https://t.co/EYj0yduY5N
966626149781602306,2018-02-22 10:50:07,Marwa promises to hasten transfer of county assets and liabilities https://t.co/Pe5XrKf8eA https://t.co/2DAvOq5lvV
