id,created_at,text
966212402642669569,2018-02-21 07:26:02,#Staarabika2018 hewani leo tukiangazia masuala ya uongozi wa kina mama. Leo tutakuwa na spika wa kwanza katika kaun… https://t.co/98dC2Tts5c
966193548348542978,2018-02-21 06:11:07,RT @mutai_roey: Kuna shetani anapita Kenya #shakeKNH @radiomaisha @Alex_Mwakideu #alexnanickkikwetuwednesday
966193525753868290,2018-02-21 06:11:02,RT @Gavinotieno3: @Alex_Mwakideu  @iamnickodhiambo @radiomaisha #alexnanickkikwetuwednesday #ShakeKNH #shakekoros
966193511581315074,2018-02-21 06:10:58,RT @PascalIpaat: #ShakeKNH daktari lazima achukuliwe hatua maramoja hakuna kubembeleza punda kwa mteremko @Alex_Mwakideu @nicj @radiomaisha…
966193497681391618,2018-02-21 06:10:55,RT @BramuelKedi: @EliKhumundu @OdoPlatinumz @WafulahFreddy @kaDottee @Alex_Mwakideu @iamnickodhiambo @radiomaisha #AlexNaNickKikwetuWednesd…
966193478156869632,2018-02-21 06:10:50,RT @GushShivitzi: @radiomaisha @Alex_Mwakideu @iamnickodhiambo Chairman Sema All ghost fire 🔥 #ShakeKNH #alexnanickkikwetuwednesday @Alex_M…
966193459529945089,2018-02-21 06:10:46,"RT @omandbare: KNH kuna shida na shida kubwa hata kuliko cancer hivyo let's do this #ShakeKNH
#alexnanickkikwetuwednesday 
#RevolutionIsMyC…"
966193446020173825,2018-02-21 06:10:43,RT @wandei_allan: @radiomaisha #alexnanickkikwetuwednesday
966193433005215745,2018-02-21 06:10:40,"RT @Kiptoo_Patricks: @Alex_Mwakideu @iamnickodhiambo
@radiomaisha 
# ShakeKNH #ShakeKNH  #AlexNaNickkikwetuWednesday"
966193417947701249,2018-02-21 06:10:36,RT @mutai_roey: Kenyans tuko Na shida moja we just see and keep quite #shakeKNH @radiomaisha #alexnanickkikwetuwednesday
966193399580766208,2018-02-21 06:10:32,"RT @kish_tz: @radiomaisha #shakeKNH
#AlexnaNickkikwetuwednesday
DR MWANIKI SHOULD BE AT HOME RIGHT NOW AS WE ARE TALKING AND, THOSE POLICE…"
966193282056425476,2018-02-21 06:10:04,"RT @Benna_ogutu: @Alex_Mwakideu @iamnickodhiambo @radiomaisha #alexnanickkikwetuwednesday #shakeknh  we must stop this pride thing,  Ati ut…"
966193222899859457,2018-02-21 06:09:49,RT @mustyjoin: #alexnanickkikwetuwednesday @Alex_Mwakideu @iamnickodhiambo @radiomaisha please let's not deny a person 2000. English is ver…
966193168277475329,2018-02-21 06:09:36,RT @Alex_Mwakideu: #ShakeKNH #alexnanickkikwetuwednesday This is Job Ouko the man is very patient. https://t.co/iqeny2swK7
966193152737599489,2018-02-21 06:09:33,RT @Lindakanah2: @millymaina9 @martin93911416 @BrianOdeoh @brian_kutukhulu @radiomaisha @Alex_Mwakideu @iamnickodhiambo U go call  me modha…
966193098610106376,2018-02-21 06:09:20,RT @amoswalker06: @GushShivitzi @millymaina9 @radiomaisha @iamnickodhiambo @Alex_Mwakideu Last round ..baringo tuko mbele pamoja #alexnaNic…
966192402737360896,2018-02-21 06:06:34,"RT @muimikilonzi1: #alexnanickkikwetuwednesday
#ShakeKNH 
@iamnickodhiambo  @Alex_Mwakideu uyo jamaa mmemnyima pesa bure...  he's correct..…"
966192346579816449,2018-02-21 06:06:21,RT @GushShivitzi: @millymaina9 @radiomaisha @iamnickodhiambo @Alex_Mwakideu If you break my heart I gonna date your fada #alexnanickkikwetu…
966192329936826369,2018-02-21 06:06:17,RT @Lindakanah2: @millymaina9 @martin93911416 @BrianOdeoh @brian_kutukhulu @radiomaisha @Alex_Mwakideu @iamnickodhiambo If u break my heart…
966189574044176385,2018-02-21 05:55:20,"Alikwa anataka kumpeleka kisii kufanyiwa matambiko, Job. #AlexNaNickkikwetuWednesday"
966189301116661768,2018-02-21 05:54:14,RT @ESSYMUSUPAS: @radiomaisha #AlexNaNickKikwetuWednesday hii mambo ni bad#ShakeKNH this is just the way no help from them at all and we th…
966189279516020738,2018-02-21 05:54:09,RT @HeriberitusS: @Alex_Mwakideu Dr mwaniki and the KNH securities on duty should be home as at now #ShakeKNH #AlexNaNickKiKwetuWednesday @…
966189238915039233,2018-02-21 05:54:00,#AlexNaNickkikwetuWednesday https://t.co/G8sCpief59
966189177263050757,2018-02-21 05:53:45,"RT @brandonkemboi2: @iamnickodhiambo #AlexNaNickkikwetuWednesday 
lili koros please please dont be silent as if every thing is going well k…"
966189160259342338,2018-02-21 05:53:41,"RT @Rayoh04: #ShakeKNH
#alexnanickkikwetuwednesday 
KNH have poorest  PR skills,  inafaa wawe wameita press conference kuomba msamaha kwa t…"
966189051584839681,2018-02-21 05:53:15,RT @AlfredLete: @Alex_Mwakideu NAMUOMBEA MZEE.MZUNGU BIBI YAKE APONE ATOKE KENYATTA NATIONAL. ..DON'T JOKE WITH THE POWER OF MEDIA #SHAKEKN…
966189010153590784,2018-02-21 05:53:05,"RT @odundoamos93: #ShakeKNH Meru University tuned kudos radio Maisha for the hardwork.
#alexnanickkikwetuwednesday 
@radiomaisha 
@Alex_Mwa…"
966188986535464961,2018-02-21 05:52:59,RT @GushShivitzi: Usicheze na nguvu za Radio maisha inawakilisha na kuwajibika hii #alexnanickkikwetuwednesday #ShakeKNH @radiomaisha @iamn…
966188962988613632,2018-02-21 05:52:54,RT @Richatrend: @radiomaisha @Alex_Mwakideu @iamnickodhiambo Very Sad and Shocking news Indeed thank God Because the Baby was Safe God Help…
966170031557095429,2018-02-21 04:37:40,"RT @atsulu_johnston: @radiomaisha @wandecoal @R0yalMusiq11 Luanda bunyore tuko mbele pamoja.
#alexnanickkikwetuwednesday"
966170012074602496,2018-02-21 04:37:36,RT @brian_kutukhulu: @Lindakanah2 @radiomaisha @Alex_Mwakideu @iamnickodhiambo leo hbd haijapamba sijui yangu nii-reset back #AlexNaNickKik…
966169908378730497,2018-02-21 04:37:11,"RT @EmambaYa: @radiomaisha Mabroukie estate rwaka limuru, #alexnanickkikwetuwednesday tuned"
966169890653655040,2018-02-21 04:37:07,RT @Lindakanah2: @brian_kutukhulu @radiomaisha @Alex_Mwakideu @iamnickodhiambo #Alexnanickkikwetuwednesday
966169871330545664,2018-02-21 04:37:02,RT @radiomaisha: Hahahaha. #AlexNaNickkikwetuWednesday https://t.co/Qx4SWRID2R
966169849746640896,2018-02-21 04:36:57,"RT @KenbYoung: @radiomaisha #alexnanickkikwetuwednesday @Alex_Mwakideu @iamnickodhiambo 
Please shout out kwa kevo resist akiwa kitale anas…"
966169731291078656,2018-02-21 04:36:29,"RT @timothyAgent47: #alexnanickkikwetuwednesday 
@iamnickodhiambo 
@Alex_Mwakideu 
@Dj2one2 
Hiyo ngoma nackia kiss kiroboto"
966169701909975040,2018-02-21 04:36:22,Hahahaha. #AlexNaNickkikwetuWednesday https://t.co/Qx4SWRID2R
966169618426597376,2018-02-21 04:36:02,RT @mutai_roey: @radiomaisha Tuko mbele pamoja had I tamati @radiomaisha #alexnanickkikwetuwednesday
966169590643548160,2018-02-21 04:35:55,RT @millymaina9: @Lindakanah2 @brian_kutukhulu @radiomaisha @Alex_Mwakideu @iamnickodhiambo helloo my super nice guyz?? yesterday i was dyi…
966169551405830144,2018-02-21 04:35:46,#np Iskaba by @wandecoal x @R0yalMusiq11 #AlexNaNickkikwetuWednesday https://t.co/nFyXZinONO
966168944871649280,2018-02-21 04:33:21,RT @Lindakanah2: @millymaina9 @brian_kutukhulu @radiomaisha @Alex_Mwakideu @iamnickodhiambo Kiskabaa #alexnanickkikwetuwednesday
966168919156445184,2018-02-21 04:33:15,RT @BETTIE_JOY5: @Bony_athy @da_cephas @Alex_Mwakideu @zKENYAHSTAr @LizzyYahweh @iamnickodhiambo @Evelynelewa @StellahFrancis2 @KapedoShem…
