id,created_at,text,label
966906719816183808,2018-02-23 05:25:00,. @AfDB_Group’s President @akin_adesina urges America to support African agriculture as a business https://t.co/fdd0jfQFYu
966760817550077954,2018-02-22 19:45:15,Gabon – Veolia quits after contract dispute https://t.co/Bx0YGXdAY9 https://t.co/Vugr47JlAJ
966740168781848576,2018-02-22 18:23:12,"The world's favourite #crypto show is back this evening with @cryptomanran
Don't miss it #Cryptotrader https://t.co/HJGceaX8Di"
966726845382250501,2018-02-22 17:30:15,"What should #GPSOPA18 focus on? Tune into @cnbcafrica, MON, 26 FEB, 10h00 CAT to hear @GautengProvince Premier, Dav… https://t.co/AwfE74Mh6V"
966725541234700288,2018-02-22 17:25:04,. @AfDB_Group’s President @akin_adesina urges America to support African agriculture as a business https://t.co/fdd0jg8hn4
966719296373121024,2018-02-22 17:00:15,"South Africa has world-class infrastructure, exciting innovation, research and development capabilities and an esta… https://t.co/ACfN1V9UUu"
966704772379299840,2018-02-22 16:02:32,"In Nigeria we're working with a number of local players to support the country's digital strategy - Clint Brown,  t… https://t.co/7Sx4WH5YQl"
966704372720848896,2018-02-22 16:00:57,"@MYANC TG, @PaulMashatile gives us political insight on #Budget2018. Watch #PoliticalCapital with @KaraboKTL for mo… https://t.co/LL8qXlOUYx"
966703155718344704,2018-02-22 15:56:07,"The reality is satellite is still very very relevant in Africa - Clint Brown,  the Vice President of Sales and Mark… https://t.co/vyr25RGXXM"
966702909231652865,2018-02-22 15:55:08,Distance is often seen as a barrier for the delivery of content. With satellite we remove that barrier straight awa… https://t.co/yTCWFDDtkK
966702210036924416,2018-02-22 15:52:21,It (Satellite) allows allows broadcasters to access communities which they've never been able to access before - Cl… https://t.co/Q0065fAOxO
966701837972836353,2018-02-22 15:50:53,"We have a product we're rolling out called Video on Demand everywhere, which exploits exclusively satellite connect… https://t.co/SvsFsaZZ7M"
966701106775711745,2018-02-22 15:47:58,"For @SES_Africa we have something approaching 10 million households that we deliver content to, the challenge we ha… https://t.co/8ZZhX6v4Qd"
966700732845035520,2018-02-22 15:46:29,We work very closely with a number of countries and a number of companies to help the digital switch over process -… https://t.co/XJNNGrqaIG
966700469342130176,2018-02-22 15:45:26,Governments (in Africa) are trying to find ways of delivering content to their people and the reality is it isn't g… https://t.co/qrJUQJZpoG
966698519015972864,2018-02-22 15:37:41,RT @theonerealthing: Budget 2018: Financial Woes Continue To Plague S.A’s Profit-lacking SOCs https://t.co/DyStq0assl via @cnbcafrica
966698498598080514,2018-02-22 15:37:37,"RT @theonerealthing: Budget 2018: S.A’s Economic Risks Still Elevated, Even with Green Shoots In Sight https://t.co/YBFfXTxGHJ via @cnbcafr…"
966698480013111297,2018-02-22 15:37:32,RT @LFiamingo: Joel Baepi from @OldMutualSA expressing his thanks to the team and congratulations to our winners #budgetspeechcomp @cnbcafr…
966698397439807491,2018-02-22 15:37:12,"RT @SES_Africa: Join Clint Brown, our VP of Sales and Market Development for SES Video Africa, now on @CNBCAfrica on #Closing_Bell at 5:30P…"
966697991770923008,2018-02-22 15:35:36,"RT @CNBCi: This is how Cape Town is preparing for Day Zero, the day the city might run out of drinking water. https://t.co/ZcyOvBKXrn"
966696737913090049,2018-02-22 15:30:37,"Get insight and analysis from the financial world on #Budget2018 with Oasis CEO, Adam Ebrahim. On #PoliticalCapital… https://t.co/AyAsVqLQZM"
966692820747800576,2018-02-22 15:15:03,[WATCH] Gabon’s Veolia concession terminated https://t.co/xJmTuNRAxP
966689562746646528,2018-02-22 15:02:06,[WATCH] Why Massmart is not concerned by VAT hike https://t.co/9o6fh2WsMq
966685296996880384,2018-02-22 14:45:09,"Deputy FinMin, Sifiso Buthelezi, gives a break down of #Budget2018 on #PoliticalCapital with @KaraboKTL. Don't miss… https://t.co/LsDRyvrDWu"
966682123703865350,2018-02-22 14:32:33,RT @LancasterGhana: Our team in Nigeria is all set for our EMBA Breakfast Seminar in Lagos in collaboration with @cnbcafrica https://t.co/P…
966681569942523908,2018-02-22 14:30:21,African nations urged to avoid hydropower reliance https://t.co/if8U92AewK https://t.co/jfkKZDgVPw
