id,created_at,text,label
977184908618731520,2018-03-23 14:06:52,"RT @Africa_PE_News: GenAfrica Asset Managers attracts Kuramo as a new investor @GenAfricaam #Kuramo|| To read article, download FREE Africa…"
977183393602592771,2018-03-23 14:00:50,Ground-breaking new course to strengthen local leadership in the hospitality industry [Press Office]… https://t.co/HYF8qHh3hi
977168253142396928,2018-03-23 13:00:41,FROM THE ARCHIVES: Resource-rich Malawi holds investment rewards https://t.co/ot70mkpMPH @DHLAfrica https://t.co/gOOIucEoln
977153149554307072,2018-03-23 12:00:40,FROM THE ARCHIVES: The township entrepreneur who built his spinach empire with less than $3 https://t.co/4njWUazDRi… https://t.co/aJSwJbvCcA
977123023701540865,2018-03-23 10:00:57,NEWSLETTER: Kenyan shares advice on building a thriving tech company Talking business with CEO of Senegal’s larges… https://t.co/k4zl0Lg5Ah
977107794049499138,2018-03-23 09:00:26,BUSINESS OPPORTUNITY: Distribute and import premium wines throughout the African continent https://t.co/lL6BX4MZEs https://t.co/8iwozuz3wO
977100231073587200,2018-03-23 08:30:23,IN CASE YOU MISSED IT: “The diversity of input into a decision materially increases the quality of the decision.” –… https://t.co/EFOBWoOueX
977092767632515072,2018-03-23 08:00:43,FROM THE ARCHIVES: Islamic finance could be the answer to Africa's growth problems https://t.co/H6k6vVnALN via… https://t.co/A2RJvXvVMu
977062491942477824,2018-03-23 06:00:25,FROM THE ARCHIVES: Africa's greatest economic opportunity – trading with itself https://t.co/or6HlzwrFe via… https://t.co/vQPMmcyMLJ
976896437534511107,2018-03-22 19:00:35,"FROM THE ARCHIVES: Improvise with what you have, advises Ghanaian manufacturing entrepreneur… https://t.co/tDjuBlPkvJ"
976881357023514626,2018-03-22 18:00:39,"FROM THE ARCHIVES: Johannesburg’s inner city – the Dubai of southern Africa, but all below the radar… https://t.co/qQgVQnF1h9"
976843530189660160,2018-03-22 15:30:21,FROM THE ARCHIVES: Sky is the limit for roofing entrepreneur Irene Wanjiku https://t.co/dkSJ597TEK via… https://t.co/4sMcBdRTZD
976820942797201411,2018-03-22 14:00:35,Restructuring the telecoms industry to achieve rapid broadband roll-out https://t.co/gyxfIZtue9 @RMB_CIB [Press Off… https://t.co/1mfpahYZMR
976805865234862086,2018-03-22 13:00:41,IN CASE YOU MISSED IT: Cross-border e-commerce a significant growth opportunity for African companies… https://t.co/3qzN9wXULy
976790717166125056,2018-03-22 12:00:29,IN CASE YOU MISSED IT: Kenyan businesswoman shares advice on building a thriving tech company… https://t.co/aW3TJ2DHHE
976760624607834118,2018-03-22 10:00:54,NEWSLETTER: Kenyan shares advice on building a thriving tech company Talking business with CEO of Senegal’s larges… https://t.co/h6tgeuWHbi
976737852657725440,2018-03-22 08:30:25,"FROM THE ARCHIVES: ""I’ve learned that companies die when the entrepreneurs give up, not when they are executing. So… https://t.co/nmYyznwZUV"
976730390743453696,2018-03-22 08:00:46,FROM THE ARCHIVES: Industry 4.0 – Is Africa ready for the march of the robots? https://t.co/bmw9v2I1Hl via… https://t.co/QUtp0fJi2g
976700123483983872,2018-03-22 06:00:30,FROM THE ARCHIVES: Private equity – a return of investor confidence and greater deal flow expected in 2018… https://t.co/VMWad0GwMg
976534186529099777,2018-03-21 19:01:07,"FROM THE ARCHIVES: Agriculture doesn't have to be a poor people's game, says successful farmer… https://t.co/N2j2HY6yMt"
976519042356989952,2018-03-21 18:00:57,FROM THE ARCHIVES: 'Pay-as-you-cook' energy solution hopes to appeal to rural Africa https://t.co/QOkFkfUET8 via… https://t.co/N7vNvf8uwR
976481235320147968,2018-03-21 15:30:43,FROM THE ARCHIVES: What it's like to be a small business in Nigeria https://t.co/WDV1wlg2Ic via @madeitinafrica https://t.co/QCpRnfp8OE
976428418899292160,2018-03-21 12:00:50,IN CASE YOU MISSED IT: The richest woman in South Africa shares her career journey https://t.co/Mh93BIxfdN via… https://t.co/LPmi3cmTYd
976398233764335616,2018-03-21 10:00:54,NEWSLETTER: Kenyan shares advice on building a thriving tech company Talking business with CEO of Senegal’s larges… https://t.co/fh5bWcXx5d
976375460195160064,2018-03-21 08:30:24,"FROM THE ARCHIVES: ""If you can pay your day-to-day life, pay your bills, pay your children’s school fees – you are… https://t.co/fpnob0C9Xf"
976367987199561729,2018-03-21 08:00:42,FROM THE ARCHIVES: What needs to be done to give Africa’s smallholder farmers access to machinery… https://t.co/eHbY9GHJVh
976337728404045824,2018-03-21 06:00:28,FROM THE ARCHIVES: Ben Leo – the overlooked potential of rural spaces and consumers https://t.co/Q1KrhghSHw via… https://t.co/4qWQ9AnqBQ
976171803948265472,2018-03-20 19:01:09,FROM THE ARCHIVES: Winging it – the man behind Nairobi's first chicken wings only fast-food joint… https://t.co/j4y0Bhqokz
976156589055979520,2018-03-20 18:00:41,FROM THE ARCHIVES: Rethinking capitalism in Africa https://t.co/BHhxEO8ep3 via @madeitinafrica https://t.co/8nvJwgCVLJ
976118814294396929,2018-03-20 15:30:35,FROM THE ARCHIVES: Entrepreneur quits Nike job to start food business in Rwanda https://t.co/znECRN965M via… https://t.co/KkjOAOSAtI
976109031831072768,2018-03-20 14:51:43,"RT @Africa_PE_News: Rwanda Innovation Fund project to receive $30m loan from African Development Bank @AfDB_Group || To read article, downl…"
976081103034437632,2018-03-20 13:00:44,FROM THE ARCHIVES: Talking Business – examining Guinea's business environment https://t.co/bbJq8r9Hui @DHLAfrica https://t.co/SL9yuu8N1t
976065969905860608,2018-03-20 12:00:36,Ghanaian entrepreneur finds success by growing and selling coconuts https://t.co/naEOHjyaUr via @madeitinafrica https://t.co/foQ2N5Jjpl
976035738574839808,2018-03-20 10:00:28,NEWSLETTER: Kenyan shares advice on building a thriving tech company Talking business with CEO of Senegal’s larges… https://t.co/hpuh6lj0z8
976020580930670592,2018-03-20 09:00:14,BUSINESS OPPORTUNITY: Distribute and import premium wines throughout the African continent https://t.co/lL6BX4MZEs https://t.co/lnPfdqqfMW
976013057104244736,2018-03-20 08:30:20,"“The diversity of input into a decision materially increases the quality of the decision.” – Nadayar Enegesi, co-fo… https://t.co/XphTWLj4od"
976005599694606337,2018-03-20 08:00:42,FROM THE ARCHIVES: Six of the world's 41 megacities will be in Africa by 2030 https://t.co/iHaNRe87Ex via… https://t.co/5jxkqu0UEe
975975344233762817,2018-03-20 06:00:29,Caroline Kende-Robb: These are the eight reasons why 2018 could be Africa's year https://t.co/cAmihHTxBE via… https://t.co/7e8m09aVkL
975812645348675584,2018-03-19 19:13:59,"RT @africaceoforum: .@NAkufoAddo, President of #Ghana and @PaulPolman, CEO of @Unilever, come face to face at the AFRICA CEO FORUM #ACF2018…"
975809328228823040,2018-03-19 19:00:48,"FROM THE ARCHIVES: 'I was hustling from a young age,' says celebrated entrepreneur Julian Kyula… https://t.co/vhIOT7nbWg"
975794182865506305,2018-03-19 18:00:37,FROM THE ARCHIVES: RMB Westport director talks property development opportunities in sub-Saharan Africa… https://t.co/I8Sbd4JzZx
975756420690923525,2018-03-19 15:30:34,FROM THE ARCHIVES: Retrenchment a blessing in disguise for ambitious entrepreneur https://t.co/kStsUqywxU via… https://t.co/2vZNeBQoyU
975733304996585473,2018-03-19 13:58:42,"RT @Africa_PE_News: New partnership to drive solar industry development @AfDB_Group #ISA || To read article, download FREE Africa PE News a…"
975718703114354688,2018-03-19 13:00:41,Cross-border e-commerce a significant growth opportunity for African companies https://t.co/L04yN58Bl9 @DHLAfrica https://t.co/KDGTKQLHSk
