id,created_at,text
966656045132275713,2018-02-22 12:48:55,Seven more KTDA plants ditch Kenya Power electricity https://t.co/WJt2zTySZ4 https://t.co/m8sctk6hFB
966645762775044096,2018-02-22 12:08:03,TECH GIANT Google enables M-Pesa Express payments on the Google Play Store allowing Kenyan Android users to pay for… https://t.co/LDqXuqxGSi
966636066135527424,2018-02-22 11:29:32,ICYMI: Kenya raises $2bn in fresh Eurobond issue https://t.co/ghzUfVrNMk https://t.co/46TnD0B94I
966634284336414722,2018-02-22 11:22:27,Fashion chain LC Waikiki to open Coast store April https://t.co/UFH6i0GqzN https://t.co/YuOsIgGZs4
966630321654587392,2018-02-22 11:06:42,EDITORIAL: High public debt pushing Kenya to the precipice https://t.co/hix66Pj3O2 https://t.co/AzSOrn1vi4
966624858045079552,2018-02-22 10:44:59,Lobby wants CSs barred from duties over gender rule https://t.co/aHz6GBK4h1 https://t.co/50WHy75yvv
966618228578508800,2018-02-22 10:18:39,Kenya raises $2bn in fresh Eurobond issue https://t.co/65EKlVzxzW https://t.co/k5ISvWzAEW
966617265184608257,2018-02-22 10:14:49,South Africa raises VAT for first time in 25 years https://t.co/O3tFy67Ku8 https://t.co/GXfQejK1cP
966610279638470657,2018-02-22 09:47:04,IMF says it's concerned with the rate Kenya is contracting new debt. Says it may soon be unsustainable. Wants inter… https://t.co/OC36Z8oPHo
966608678001479681,2018-02-22 09:40:42,Immigration revenue rises Sh3.5 billion https://t.co/4ziQ0X3Mxe https://t.co/LG0TKuorFT
966603416461086720,2018-02-22 09:19:47,Black Panther rakes in Sh3.5bn on Kenya and global debut https://t.co/X8MUwCnXf4 https://t.co/YCcrIBxhAr
966600379474546688,2018-02-22 09:07:43,KENYA ANNOUNCES issue of a fresh $2 billion (Sh200bn) Eurobond at the London Stock Exchange. The bond was oversubsc… https://t.co/1dgoXM7W8i
966599211751034880,2018-02-22 09:03:05,"KENYA RED Cross launches Sh1bn relief appeal for 2018 says funds to be used to provide health, water and food in t… https://t.co/3WWDZDAc3e"
966596279978680320,2018-02-22 08:51:26,Lecturers issue strike notice over pay talks https://t.co/jqIunYF3sd https://t.co/KLHGurvhoG
966590623661817856,2018-02-22 08:28:57,"CA to give smart fridges, meters identifiers https://t.co/qFawzhGPg2 https://t.co/ILooyKvvHF"
966586613357797376,2018-02-22 08:13:01,Nairobi’s Mombasa Road upgrade to cost Sh59bn https://t.co/bVBhUt9QXE https://t.co/ULouCkPM1G
966582894604029952,2018-02-22 07:58:14,Relief for patients as four cancer centres to be set up for Sh8bn https://t.co/0KDDMOnkgN https://t.co/wesW378Qw0
966582049527263232,2018-02-22 07:54:53,"RT @The_EastAfrican: Tanzanian civil society groups decries ""unprecedented"" violations of human and democratic rights under the government…"
966578047389437952,2018-02-22 07:38:59,Uchumi half year net loss widens to Sh895 million https://t.co/HjBnDDspGv https://t.co/K2dgStUzSZ
966577495087767553,2018-02-22 07:36:47,More calls for State to tame ballooning public debt https://t.co/e8b56qVcX6 https://t.co/UVKL6AFVfF
966571921709195264,2018-02-22 07:14:38,UCHUMI SUPERMARKETS net loss for the half year ended Dec 2017 widened to Sh895.2 million from Sh547.3 million the y… https://t.co/HcW4rIrj9A
966569755783172097,2018-02-22 07:06:02,Uncertainty clouds push for new education system https://t.co/v4CGep4CHi https://t.co/QQb9E06COu
966563731198103552,2018-02-22 06:42:06,Jirongo land sold for Sh53m to recover Dubai Bank loan https://t.co/Nk2ZnKNkRL https://t.co/zflEZ0fPqU
966562030311395330,2018-02-22 06:35:20,The 2018 Corruption Perception Index released by Transparency International ranks Kenya at position 143 out of 180… https://t.co/vBs1lIiu9v
966561088497160192,2018-02-22 06:31:35,KENYA drops two places in latest global corruption index. https://t.co/Gy8mox04Mf
966559311513124864,2018-02-22 06:24:32,KRA suspends processing of nil income tax returns https://t.co/tMF1lyu9sd https://t.co/6MD0ZIjHEv
966507841233309696,2018-02-22 03:00:00,TOP IN BUSINESS: Upgrade of key Nairobi highway to cost Sh59bn. Get a copy of Thursday's BD to read this story and… https://t.co/5ZekKnMzmB
966477643297193984,2018-02-22 01:00:01,Africa must go into the cloud for unique gains of technology https://t.co/yFOrXhoiBD https://t.co/Q1uzJn94Ln
966447449886904320,2018-02-21 23:00:02,HR office for New World ought to change tack fast https://t.co/0XZqXgla1k https://t.co/zGBRKZbhKa
966417248209453056,2018-02-21 21:00:01,What professionals want in the law to police the Web https://t.co/ifjSimblEx https://t.co/EWveFBgOnc
966409700173647872,2018-02-21 20:30:02,House team sends KAA boss out over Ouko report answers https://t.co/ecHJVOI8qM https://t.co/wZKAEQiTci
966402157397401600,2018-02-21 20:00:03,Muthama’s mining firm denied licence https://t.co/XzI6crzXye https://t.co/SfMQzgEG0R
966394598485643264,2018-02-21 19:30:01,Registration deadline for students extended to March 31 https://t.co/JOgVgMEdgU https://t.co/l6wEOZOR9f
